CutOff,Modulus,VTR,Bio,xval,Line
1400,500 MPa,0.061034169,0.503091704,1400,4200
1400,500 MPa,0.088955701,1.428070269,1500,4500
1500,500 MPa,0.05569366,0.980717275,0,100
1500,500 MPa,0.060850017,0.835864567,100,100
1500,500 MPa,0.042050137,0.718740963,200,100
1500,500 MPa,0.060873035,0.518337193,300,100
1500,500 MPa,0.055968456,0.897925849,400,100
1500,500 MPa,0.049019548,0.858924988,500,100
1500,500 MPa,0.057861202,0.682320853,600,100
1500,500 MPa,0.059122335,0.883173828,700,100
1500,500 MPa,0.07931419,0.828771789,800,100
1500,500 MPa,0.04483482,0.274395838,900,100
1500,500 MPa,0.050762832,1.023727182,1000,100
1500,500 MPa,0.073555967,1.193887301,1100,100
1500,500 MPa,0.045249353,0.734803487,1200,100
1500,500 MPa,0.071542383,0.995180818,1300,100
1500,500 MPa,0.08201988,1.168709372,1400,100
1500,500 MPa,0.058977938,0.503091704,1500,100
1500,500 MPa,0.087827208,1.428070269,1500,100
